date,center_name,attendance_count
2013-12-31,Warrington Community Center,8
2013-12-31,West Penn Community Center,48
2013-12-31,Brookline Community Center,93
2013-12-31,Arlington Community Center,4
2013-12-31,Ammon Community Center,4
2013-12-31,Jefferson Community Center,10
2013-12-31,Ormsby Community Center,9
2013-12-31,Phillips Community Center,52
2013-12-31,Paulson Community Center,18
2013-12-30,West Penn Community Center,63
2013-12-30,Warrington Community Center,14
2013-12-30,Ammon Community Center,19
2013-12-30,Arlington Community Center,65
2013-12-30,Brookline Community Center,134
2013-12-30,Jefferson Community Center,19
2013-12-30,Magee Community Center,35
2013-12-30,Ormsby Community Center,29
2013-12-30,Paulson Community Center,23
2013-12-30,Phillips Community Center,20
2013-12-28,West Penn Community Center,20
2013-12-28,Brookline Community Center,124
2013-12-28,Ormsby Community Center,7
2013-12-28,Phillips Community Center,109
2013-12-27,West Penn Community Center,78
2013-12-27,Warrington Community Center,24
2013-12-27,Brookline Community Center,115
2013-12-27,Arlington Community Center,64
2013-12-27,Ammon Community Center,11
2013-12-27,Magee Community Center,39
2013-12-27,Jefferson Community Center,20
2013-12-27,Ormsby Community Center,15
2013-12-27,Phillips Community Center,20
2013-12-27,Paulson Community Center,30
2013-12-26,Warrington Community Center,14
2013-12-26,West Penn Community Center,70
2013-12-26,Ammon Community Center,13
2013-12-26,Arlington Community Center,29
2013-12-26,Brookline Community Center,186
2013-12-26,Magee Community Center,13
2013-12-26,Ormsby Community Center,28
2013-12-26,Paulson Community Center,25
2013-12-26,Phillips Community Center,19
2013-12-24,West Penn Community Center,27
2013-12-24,Warrington Community Center,14
2013-12-24,Brookline Community Center,43
2013-12-24,Ammon Community Center,6
2013-12-24,Magee Community Center,17
2013-12-24,Jefferson Community Center,22
2013-12-24,Ormsby Community Center,14
2013-12-24,Phillips Community Center,27
2013-12-24,Paulson Community Center,17
2013-12-23,Warrington Community Center,14
2013-12-23,West Penn Community Center,74
2013-12-23,Ammon Community Center,36
2013-12-23,Arlington Community Center,14
2013-12-23,Brookline Community Center,123
2013-12-23,Jefferson Community Center,15
2013-12-23,Magee Community Center,24
2013-12-23,Paulson Community Center,36
2013-12-23,Phillips Community Center,34
2013-12-21,Warrington Community Center,8
2013-12-21,Brookline Community Center,227
2013-12-21,Magee Community Center,2
2013-12-21,Ormsby Community Center,34
2013-12-21,Phillips Community Center,99
2013-12-20,Warrington Community Center,13
2013-12-20,West Penn Community Center,54
2013-12-20,Brookline Community Center,87
2013-12-20,Arlington Community Center,40
2013-12-20,Ammon Community Center,17
2013-12-20,Magee Community Center,32
2013-12-20,Jefferson Community Center,26
2013-12-20,Ormsby Community Center,29
2013-12-20,Phillips Community Center,196
2013-12-20,Paulson Community Center,10
2013-12-19,West Penn Community Center,48
2013-12-19,Warrington Community Center,56
2013-12-19,Ammon Community Center,14
2013-12-19,Arlington Community Center,30
2013-12-19,Brookline Community Center,174
2013-12-19,Jefferson Community Center,29
2013-12-19,Magee Community Center,43
2013-12-19,Ormsby Community Center,61
2013-12-19,Paulson Community Center,28
2013-12-19,Phillips Community Center,59
2013-12-18,Warrington Community Center,29
2013-12-18,West Penn Community Center,105
2013-12-18,Brookline Community Center,167
2013-12-18,Ammon Community Center,87
2013-12-18,Magee Community Center,45
2013-12-18,Jefferson Community Center,19
2013-12-18,Ormsby Community Center,49
2013-12-18,Phillips Community Center,54
2013-12-18,Paulson Community Center,34
2013-12-17,West Penn Community Center,87
2013-12-17,Warrington Community Center,35
2013-12-17,Ammon Community Center,50
2013-12-17,Arlington Community Center,92
2013-12-17,Brookline Community Center,289
2013-12-17,Jefferson Community Center,29
2013-12-17,Magee Community Center,37
2013-12-17,Ormsby Community Center,31
2013-12-17,Paulson Community Center,43
2013-12-17,Phillips Community Center,230
2013-12-16,Warrington Community Center,37
2013-12-16,West Penn Community Center,62
2013-12-16,Brookline Community Center,217
2013-12-16,Arlington Community Center,50
2013-12-16,Ammon Community Center,51
2013-12-16,Magee Community Center,46
2013-12-16,Jefferson Community Center,32
2013-12-16,Ormsby Community Center,69
2013-12-16,Phillips Community Center,81
2013-12-16,Paulson Community Center,36
2013-12-14,West Penn Community Center,17
2013-12-14,Warrington Community Center,4
2013-12-14,Brookline Community Center,282
2013-12-14,Ormsby Community Center,15
2013-12-14,Phillips Community Center,161
2013-12-13,Warrington Community Center,27
2013-12-13,West Penn Community Center,47
2013-12-13,Brookline Community Center,211
2013-12-13,Ammon Community Center,9
2013-12-13,Arlington Community Center,69
2013-12-13,Jefferson Community Center,20
2013-12-13,Magee Community Center,27
2013-12-13,Ormsby Community Center,40
2013-12-13,Paulson Community Center,32
2013-12-13,Phillips Community Center,102
2013-12-12,West Penn Community Center,43
2013-12-12,Warrington Community Center,31
2013-12-12,Arlington Community Center,72
2013-12-12,Ammon Community Center,100
2013-12-12,Brookline Community Center,177
